web-scraper-order,web-scraper-start-url,Chiens,Chiens-href,Nom,Prix,Adresse,Image-src
"1739188028-95","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2457699","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739188031-96","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-2460286","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739188033-97","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/yorkshire-toy-femelle-2466136","Yorkshire toy femelle","750 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2466136_uploaded_image1_1595344530.jpg"
"1739188036-98","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-2482151","Chiot","100 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3424026_uploaded_image3_1636184109.jpeg"
"1739188038-99","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-2508974","Chiots Pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3742224_uploaded_image1_1655226051.jpg"
"1739188041-100","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2528100","Chiots Rottweiler pur sang","300 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2625896_uploaded_image1_1600107671.jpg"
"1739188043-101","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-chiwawa-2533324","Chien chiwawa","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2533324_uploaded_image1_1597146281.jpg"
"1739188046-102","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-2534330","Chiots métisse malinois et berger belge","120 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3899662_uploaded_image1_1664548562.jpg"
"1739188049-103","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2535190","Chien Berger Allemand","310 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1739188051-104","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-shih-tzu-2536904","Chiots shih tzu","250 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2536904_uploaded_image1_1597236557.jpg"
"1739188054-105","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2541838","Chiots berger allemand","250 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2541838_uploaded_image1_1597368796.jpg"
"1739188056-106","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/belger-allemand-2544470","Belger allemand","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2544470_uploaded_image1_1597451496.jpg"
"1739188059-107","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/malinois-2544486","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739188061-108","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/canish-2551556","Canish","250 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2551556_uploaded_image1_1597687758.jpg"
"1739188064-109","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/femelle-pitbull-2555833","Femelle pitbull","120 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_2555833_uploaded_image1_1597802491.jpg"
"1739188066-110","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-boerboel-2557147","Chiots Boerboel","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2557147_uploaded_image1_1597839325.jpg"
"1739188069-111","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-2567144","Chiots Doberman","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495193_uploaded_image1_1640255635.jpg"
"1739188071-112","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bulldog-2567149","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739188074-113","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-kangal-2567155","Chiot Kangal","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567155_uploaded_image1_1598112585.jpg"
"1739188076-114","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-chiuawa-2567166","Chiot  Chiuawa","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567166_uploaded_image1_1598112763.jpg"
"1739188079-115","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-pomperanian-2567174","Chiots Spitz nain Pomeranian","1 900 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2578678_uploaded_image1_1598473259.jpg"
"1739188081-116","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-pur-sang-2567608","Chiots Malinois pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2567608_uploaded_image1_1598126860.jpg"
"1739188084-117","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-2567679","Chiot rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739188086-118","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2575614","Chiot rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739188089-119","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-pomeranian-2578678","Chiot Spitz Nain Pomeranien","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4105901_uploaded_image1_1677094228.jpg"
"1739188091-120","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2580700","Chiot rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739188094-121","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-bichon-2581230","Chien","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3287244_uploaded_image1_1629321508.jpg"
"1739188096-122","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/malinois-2581239","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739188099-123","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-berger-2581250","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739188101-124","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2584995","Chiots Berger Allemand","180 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_2584995_uploaded_image1_1598726974.jpg"
"1739188103-125","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2589325","Chiot rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739188106-126","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2591285","Chiots Pitbull","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739188108-127","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-anglais-2593026","Chiot bulldog anglais","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2593026_uploaded_image1_1599001771.jpg"
"1739188111-128","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2598132","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739188113-129","https://sn.coinafrique.com/categorie/chiens?page=9","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-race-bichon-2601423","Chiots race Bichon","200 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2601423_uploaded_image1_1599252254.jpg"
"1739188120-130","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603096","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739188123-131","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2603171","Chiot rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739188125-132","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-2603812","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739188128-133","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/husky-pure-race-2614016","Chiot Husky","450 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032898_uploaded_image1_1617282596.jpg"
"1739188130-134","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-2614957","Bichon maltais","145 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4812592_uploaded_image1_1719436345.jpg"
"1739188132-135","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-rottweiller-2617202","Chien rottweiller","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2617202_uploaded_image1_1599768247.jpg"
"1739188135-136","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2618543","Berger allemand pure sang","160 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1739188137-137","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2619263","Chiot rottweiller","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2619263_uploaded_image1_1599843271.jpg"
"1739188139-138","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-pur-sang-2625896","Chiots Rottweiler pur sang","300 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2625896_uploaded_image1_1600107671.jpg"
"1739188142-139","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-maltais-2629161","Caniche Bichon Maltais","465 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2629161_uploaded_image1_1600223864.jpg"
"1739188144-140","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiens-2631397","Chiens","20 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2631397_uploaded_image1_1600290558.jpg"
"1739188147-141","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-red-nose-pur-sang-2636139","Chien Red Nose pur sang","90 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2636139_uploaded_image1_1600454579.jpg"
"1739188149-142","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-chowchow-2636642","Chiots Chowchow","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2636642_uploaded_image1_1600483273.jpg"
"1739188152-143","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiots-carlin-2636645","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739188154-144","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-2647792","Chiot Husky sibérien","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2647792_uploaded_image1_1600900758.jpg"
"1739188156-145","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2678151","Chiot pitbull","150 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2678151_uploaded_image1_1602079553.jpg"
"1739188159-146","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chien-malinois-2683719","Chien malinois","180 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2683719_uploaded_image1_1602268170.jpg"
"1739188161-147","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border4années","https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-francai-2696757","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
